match_id,batting_team,bowling_team,venue,pitch_type,pitch_condition,current_score,overs_completed,wickets_out,runs_last_5_overs,overs_remaining,wickets_remaining,run_rate,season,final_score
32396,LSG,SRH,Arun Jaitley Stadium,Batting Friendly,Dry,76,5,6,78,15,4,15.2,2010,270
32397,CSK,RCB,Eden Gardens,Balanced,Dry,60,9,6,42,11,4,6.67,2015,145
32398,KKR,SRH,Arun Jaitley Stadium,Batting Friendly,Dusty,87,9,7,73,11,3,9.67,2017,193
32399,DC,GT,Sawai Mansingh Stadium,Batting Friendly,Dry,81,6,1,51,14,9,13.5,2012,270
32400,PBKS,DC,Chinnaswamy Stadium,Balanced,Dusty,134,18,4,52,2,6,7.44,2010,164
32401,LSG,PBKS,Rajiv Gandhi Stadium,Bowling Friendly,Hard,170,19,9,19,1,1,8.95,2020,175
32402,RR,MI,Sawai Mansingh Stadium,Balanced,Green,81,8,8,66,12,2,10.12,2013,170
32403,MI,CSK,Rajiv Gandhi Stadium,Balanced,Flat,125,19,1,68,1,9,6.58,2013,144
32404,LSG,DC,Rajiv Gandhi Stadium,Bowling Friendly,Dry,68,15,1,42,5,9,4.53,2018,110
32405,PBKS,SRH,Wankhede Stadium,Bowling Friendly,Flat,133,12,9,54,8,1,11.08,2011,183
32406,MI,RCB,Chinnaswamy Stadium,Batting Friendly,Flat,196,15,3,38,5,7,13.07,2022,270
32407,SRH,RCB,Chepauk Stadium,Batting Friendly,Dusty,204,18,8,53,2,2,11.33,2020,227
32408,DC,MI,Wankhede Stadium,Bowling Friendly,Flat,62,7,5,32,13,5,8.86,2018,153
32409,PBKS,CSK,Narendra Modi Stadium,Batting Friendly,Dry,224,19,2,31,1,8,11.79,2009,248
32410,CSK,GT,Eden Gardens,Bowling Friendly,Green,58,10,2,80,10,8,5.8,2017,133
32411,CSK,RR,Wankhede Stadium,Bowling Friendly,Green,61,11,4,68,9,6,5.55,2023,106
32412,CSK,PBKS,Narendra Modi Stadium,Balanced,Hard,111,12,1,51,8,9,9.25,2019,214
32413,RR,RCB,Rajiv Gandhi Stadium,Batting Friendly,Hard,175,15,7,35,5,3,11.67,2023,241
32414,RR,CSK,Eden Gardens,Balanced,Dry,50,10,1,79,10,9,5.0,2016,126
32415,MI,LSG,Chepauk Stadium,Bowling Friendly,Flat,125,17,2,56,3,8,7.35,2023,158
32416,PBKS,SRH,Sawai Mansingh Stadium,Bowling Friendly,Dusty,120,18,9,68,2,1,6.67,2017,132
32417,PBKS,KKR,Rajiv Gandhi Stadium,Bowling Friendly,Green,52,7,1,74,13,9,7.43,2021,177
32418,KKR,CSK,Sawai Mansingh Stadium,Bowling Friendly,Dusty,214,19,3,32,1,7,11.26,2022,220
32419,LSG,CSK,Arun Jaitley Stadium,Batting Friendly,Hard,65,10,7,63,10,3,6.5,2015,150
32420,KKR,RR,Chinnaswamy Stadium,Balanced,Hard,145,18,0,66,2,10,8.06,2013,179
32421,RCB,GT,Chepauk Stadium,Batting Friendly,Flat,32,5,6,18,15,4,6.4,2016,141
32422,GT,DC,Rajiv Gandhi Stadium,Balanced,Green,77,19,1,65,1,9,4.05,2014,90
32423,RCB,KKR,Arun Jaitley Stadium,Balanced,Dry,102,9,0,37,11,10,11.33,2020,270
32424,MI,KKR,Wankhede Stadium,Bowling Friendly,Dusty,41,7,9,36,13,1,5.86,2021,89
32425,RR,DC,Sawai Mansingh Stadium,Batting Friendly,Green,147,17,4,60,3,6,8.65,2024,193
32426,PBKS,LSG,Narendra Modi Stadium,Balanced,Flat,151,13,9,65,7,1,11.62,2013,201
32427,PBKS,MI,Chepauk Stadium,Balanced,Hard,47,6,5,43,14,5,7.83,2012,170
32428,DC,GT,Chinnaswamy Stadium,Balanced,Green,127,13,1,15,7,9,9.77,2023,220
32429,MI,RR,Narendra Modi Stadium,Balanced,Hard,81,12,6,78,8,4,6.75,2023,149
32430,LSG,RCB,Chepauk Stadium,Batting Friendly,Flat,172,16,7,68,4,3,10.75,2018,220
32431,GT,DC,Wankhede Stadium,Batting Friendly,Dry,178,14,0,32,6,10,12.71,2011,270
32432,MI,RR,Narendra Modi Stadium,Balanced,Dusty,53,11,0,34,9,10,4.82,2024,137
32433,DC,GT,Narendra Modi Stadium,Bowling Friendly,Hard,25,5,6,68,15,4,5.0,2017,98
32434,CSK,RCB,Eden Gardens,Batting Friendly,Dusty,67,5,3,38,15,7,13.4,2008,270
32435,DC,RCB,Rajiv Gandhi Stadium,Batting Friendly,Flat,84,13,2,36,7,8,6.46,2019,154
32436,CSK,PBKS,Chepauk Stadium,Batting Friendly,Hard,75,17,8,23,3,2,4.41,2024,88
32437,PBKS,KKR,Sawai Mansingh Stadium,Batting Friendly,Dusty,69,7,9,51,13,1,9.86,2013,175
32438,PBKS,RR,Chepauk Stadium,Bowling Friendly,Dusty,34,6,6,16,14,4,5.67,2008,96
32439,DC,RR,Eden Gardens,Balanced,Dry,152,14,7,76,6,3,10.86,2011,200
32440,MI,DC,Rajiv Gandhi Stadium,Balanced,Flat,144,18,6,16,2,4,8.0,2011,168
32441,SRH,KKR,Arun Jaitley Stadium,Balanced,Green,49,12,0,74,8,10,4.08,2011,101
32442,RCB,MI,Sawai Mansingh Stadium,Balanced,Flat,117,12,7,26,8,3,9.75,2013,201
32443,LSG,SRH,Eden Gardens,Batting Friendly,Dusty,103,12,9,54,8,1,8.58,2023,160
32444,DC,SRH,Arun Jaitley Stadium,Batting Friendly,Dry,39,6,4,57,14,6,6.5,2015,185
32445,RR,DC,Chinnaswamy Stadium,Bowling Friendly,Hard,61,14,2,55,6,8,4.36,2020,91
32446,SRH,PBKS,Chepauk Stadium,Bowling Friendly,Dusty,69,10,7,20,10,3,6.9,2018,129
32447,SRH,KKR,Chepauk Stadium,Bowling Friendly,Green,202,18,8,25,2,2,11.22,2019,219
32448,GT,MI,Arun Jaitley Stadium,Bowling Friendly,Green,70,10,4,18,10,6,7.0,2008,139
32449,MI,CSK,Wankhede Stadium,Batting Friendly,Dusty,64,8,7,43,12,3,8.0,2023,181
32450,KKR,CSK,Chepauk Stadium,Batting Friendly,Flat,183,14,8,77,6,2,13.07,2013,259
32451,DC,MI,Chepauk Stadium,Bowling Friendly,Green,71,12,6,77,8,4,5.92,2013,100
32452,GT,SRH,Rajiv Gandhi Stadium,Batting Friendly,Dusty,92,14,9,34,6,1,6.57,2011,117
32453,CSK,MI,Arun Jaitley Stadium,Batting Friendly,Dusty,152,11,7,78,9,3,13.82,2009,270
32454,MI,DC,Chinnaswamy Stadium,Batting Friendly,Green,107,15,2,70,5,8,7.13,2013,172
32455,CSK,LSG,Chepauk Stadium,Balanced,Dusty,107,16,7,27,4,3,6.69,2018,127
32456,CSK,LSG,Eden Gardens,Batting Friendly,Dry,135,13,3,79,7,7,10.38,2016,245
32457,MI,RR,Rajiv Gandhi Stadium,Batting Friendly,Flat,128,9,8,48,11,2,14.22,2019,270
32458,KKR,CSK,Chinnaswamy Stadium,Bowling Friendly,Dusty,80,18,0,68,2,10,4.44,2024,83
32459,RR,SRH,Narendra Modi Stadium,Balanced,Green,96,11,5,29,9,5,8.73,2023,183
32460,RCB,MI,Chinnaswamy Stadium,Balanced,Hard,126,15,5,39,5,5,8.4,2012,181
32461,PBKS,RCB,Wankhede Stadium,Batting Friendly,Dry,104,14,4,29,6,6,7.43,2013,161
32462,SRH,MI,Arun Jaitley Stadium,Balanced,Hard,20,5,7,42,15,3,4.0,2015,76
32463,CSK,KKR,Narendra Modi Stadium,Batting Friendly,Flat,93,13,8,71,7,2,7.15,2008,152
32464,SRH,PBKS,Chinnaswamy Stadium,Balanced,Hard,50,5,9,50,15,1,10.0,2012,159
32465,PBKS,DC,Eden Gardens,Batting Friendly,Dusty,238,19,6,58,1,4,12.53,2023,251
32466,CSK,PBKS,Eden Gardens,Balanced,Dry,70,16,9,55,4,1,4.38,2020,80
32467,RR,GT,Chinnaswamy Stadium,Batting Friendly,Dusty,183,15,1,18,5,9,12.2,2008,270
32468,CSK,MI,Arun Jaitley Stadium,Bowling Friendly,Flat,196,19,6,32,1,4,10.32,2024,203
32469,RCB,CSK,Wankhede Stadium,Bowling Friendly,Flat,53,11,1,57,9,9,4.82,2009,96
32470,PBKS,KKR,Arun Jaitley Stadium,Bowling Friendly,Flat,93,16,3,54,4,7,5.81,2020,118
32471,KKR,LSG,Narendra Modi Stadium,Balanced,Dry,44,10,4,41,10,6,4.4,2020,101
32472,GT,DC,Chepauk Stadium,Batting Friendly,Dusty,55,10,0,49,10,10,5.5,2012,154
32473,DC,RR,Rajiv Gandhi Stadium,Balanced,Hard,24,5,6,47,15,4,4.8,2017,98
32474,CSK,KKR,Wankhede Stadium,Bowling Friendly,Dusty,66,11,4,73,9,6,6.0,2011,120
32475,PBKS,LSG,Wankhede Stadium,Bowling Friendly,Dry,126,12,2,23,8,8,10.5,2022,221
32476,SRH,PBKS,Chepauk Stadium,Balanced,Green,39,9,0,43,11,10,4.33,2021,118
32477,CSK,SRH,Eden Gardens,Balanced,Dusty,178,17,9,73,3,1,10.47,2021,206
32478,LSG,DC,Chinnaswamy Stadium,Bowling Friendly,Dry,65,15,1,38,5,9,4.33,2010,87
32479,DC,CSK,Rajiv Gandhi Stadium,Bowling Friendly,Green,92,11,2,39,9,8,8.36,2010,188
32480,RCB,KKR,Eden Gardens,Bowling Friendly,Flat,64,8,8,43,12,2,8.0,2024,135
32481,SRH,DC,Eden Gardens,Balanced,Dry,173,17,8,16,3,2,10.18,2014,211
32482,SRH,KKR,Eden Gardens,Bowling Friendly,Green,29,5,6,75,15,4,5.8,2012,90
32483,GT,RCB,Narendra Modi Stadium,Balanced,Dusty,86,10,8,19,10,2,8.6,2018,152
32484,MI,CSK,Narendra Modi Stadium,Bowling Friendly,Green,120,12,9,77,8,1,10.0,2009,163
32485,SRH,LSG,Rajiv Gandhi Stadium,Balanced,Dusty,134,17,2,47,3,8,7.88,2014,164
32486,KKR,DC,Chinnaswamy Stadium,Bowling Friendly,Dusty,132,14,4,38,6,6,9.43,2014,187
32487,RCB,LSG,Chepauk Stadium,Balanced,Dusty,194,19,4,22,1,6,10.21,2023,208
32488,MI,SRH,Narendra Modi Stadium,Balanced,Dusty,112,13,3,60,7,7,8.62,2012,189
32489,SRH,LSG,Arun Jaitley Stadium,Batting Friendly,Dusty,68,5,0,45,15,10,13.6,2009,270
32490,RR,PBKS,Chepauk Stadium,Batting Friendly,Flat,130,14,2,19,6,8,9.29,2019,226
32491,PBKS,KKR,Sawai Mansingh Stadium,Batting Friendly,Hard,121,12,0,43,8,10,10.08,2012,265
32492,PBKS,RR,Wankhede Stadium,Bowling Friendly,Hard,50,10,2,48,10,8,5.0,2018,102
32493,RR,CSK,Eden Gardens,Balanced,Flat,56,8,9,58,12,1,7.0,2022,120
32494,LSG,RCB,Sawai Mansingh Stadium,Batting Friendly,Flat,184,16,4,38,4,6,11.5,2023,252
32495,LSG,CSK,Arun Jaitley Stadium,Balanced,Green,186,17,3,69,3,7,10.94,2009,235
32496,RCB,PBKS,Chepauk Stadium,Balanced,Flat,35,5,3,25,15,7,7.0,2009,176
32497,GT,RR,Sawai Mansingh Stadium,Balanced,Flat,76,8,0,39,12,10,9.5,2022,257
32498,SRH,PBKS,Arun Jaitley Stadium,Bowling Friendly,Green,41,7,5,57,13,5,5.86,2008,120
32499,RR,RCB,Wankhede Stadium,Bowling Friendly,Green,99,16,5,70,4,5,6.19,2013,118
32500,PBKS,SRH,Chepauk Stadium,Batting Friendly,Dusty,99,10,5,25,10,5,9.9,2011,234
32501,MI,KKR,Arun Jaitley Stadium,Balanced,Hard,210,19,1,19,1,9,11.05,2012,240
32502,RCB,CSK,Sawai Mansingh Stadium,Balanced,Hard,43,5,7,32,15,3,8.6,2011,157
32503,MI,GT,Rajiv Gandhi Stadium,Batting Friendly,Dry,99,15,9,79,5,1,6.6,2018,129
32504,CSK,RR,Sawai Mansingh Stadium,Balanced,Dry,48,6,5,76,14,5,8.0,2015,165
32505,LSG,DC,Narendra Modi Stadium,Bowling Friendly,Hard,25,5,9,64,15,1,5.0,2013,57
32506,MI,RR,Sawai Mansingh Stadium,Bowling Friendly,Hard,60,10,6,37,10,4,6.0,2012,123
32507,PBKS,CSK,Chepauk Stadium,Batting Friendly,Green,43,10,0,32,10,10,4.3,2017,122
32508,LSG,DC,Eden Gardens,Balanced,Hard,97,12,5,71,8,5,8.08,2008,169
32509,SRH,RCB,Sawai Mansingh Stadium,Balanced,Dusty,105,16,4,42,4,6,6.56,2022,133
32510,RR,CSK,Arun Jaitley Stadium,Balanced,Flat,99,12,2,72,8,8,8.25,2022,181
32511,RCB,KKR,Sawai Mansingh Stadium,Bowling Friendly,Flat,95,13,1,23,7,9,7.31,2010,148
32512,PBKS,MI,Chinnaswamy Stadium,Bowling Friendly,Flat,121,13,2,65,7,8,9.31,2017,201
32513,SRH,LSG,Wankhede Stadium,Balanced,Dry,43,7,4,63,13,6,6.14,2023,144
32514,SRH,GT,Chinnaswamy Stadium,Bowling Friendly,Hard,47,9,5,65,11,5,5.22,2023,104
32515,RR,SRH,Chepauk Stadium,Balanced,Dry,146,19,0,36,1,10,7.68,2024,154
32516,PBKS,CSK,Chinnaswamy Stadium,Batting Friendly,Flat,48,10,9,77,10,1,4.8,2022,100
32517,LSG,GT,Wankhede Stadium,Batting Friendly,Green,104,8,8,45,12,2,13.0,2011,257
32518,KKR,PBKS,Eden Gardens,Batting Friendly,Dusty,90,10,3,51,10,7,9.0,2022,231
32519,RCB,RR,Rajiv Gandhi Stadium,Batting Friendly,Green,107,16,8,55,4,2,6.69,2022,135
32520,RCB,DC,Rajiv Gandhi Stadium,Batting Friendly,Dusty,126,17,4,39,3,6,7.41,2011,153
32521,MI,RCB,Narendra Modi Stadium,Batting Friendly,Hard,113,12,4,34,8,6,9.42,2011,218
32522,PBKS,MI,Rajiv Gandhi Stadium,Bowling Friendly,Flat,35,5,2,62,15,8,7.0,2011,155
32523,LSG,PBKS,Narendra Modi Stadium,Balanced,Dry,59,5,7,16,15,3,11.8,2019,215
32524,RR,GT,Eden Gardens,Batting Friendly,Dry,111,8,7,80,12,3,13.88,2022,270
32525,DC,LSG,Eden Gardens,Balanced,Hard,168,15,6,73,5,4,11.2,2016,220
32526,RR,PBKS,Sawai Mansingh Stadium,Bowling Friendly,Dusty,131,12,8,51,8,2,10.92,2019,190
32527,MI,DC,Narendra Modi Stadium,Balanced,Hard,72,14,3,61,6,7,5.14,2014,106
32528,PBKS,LSG,Sawai Mansingh Stadium,Batting Friendly,Green,120,12,4,71,8,6,10.0,2021,231
32529,MI,RR,Chinnaswamy Stadium,Balanced,Green,29,5,0,57,15,10,5.8,2010,181
32530,PBKS,SRH,Narendra Modi Stadium,Balanced,Dusty,56,11,3,66,9,7,5.09,2018,119
32531,LSG,RR,Rajiv Gandhi Stadium,Balanced,Green,88,18,6,18,2,4,4.89,2011,94
32532,LSG,SRH,Chinnaswamy Stadium,Balanced,Hard,39,7,1,26,13,9,5.57,2013,154
32533,KKR,RR,Eden Gardens,Batting Friendly,Dry,115,12,9,78,8,1,9.58,2022,192
32534,SRH,MI,Sawai Mansingh Stadium,Bowling Friendly,Dry,41,7,8,53,13,2,5.86,2016,81
32535,LSG,CSK,Sawai Mansingh Stadium,Bowling Friendly,Dry,114,17,4,72,3,6,6.71,2021,133
32536,RR,DC,Sawai Mansingh Stadium,Bowling Friendly,Hard,63,8,4,78,12,6,7.88,2010,152
32537,PBKS,CSK,Rajiv Gandhi Stadium,Batting Friendly,Green,101,11,1,51,9,9,9.18,2017,244
32538,RCB,CSK,Arun Jaitley Stadium,Batting Friendly,Hard,31,5,0,75,15,10,6.2,2009,222
32539,MI,RCB,Narendra Modi Stadium,Bowling Friendly,Dry,95,11,2,60,9,8,8.64,2021,181
32540,DC,CSK,Wankhede Stadium,Bowling Friendly,Hard,61,6,3,77,14,7,10.17,2019,209
32541,GT,SRH,Chinnaswamy Stadium,Balanced,Green,192,17,9,53,3,1,11.29,2021,214
32542,KKR,RCB,Wankhede Stadium,Balanced,Hard,124,14,1,26,6,9,8.86,2017,197
32543,RR,SRH,Eden Gardens,Balanced,Flat,170,19,3,16,1,7,8.95,2022,182
32544,GT,RCB,Arun Jaitley Stadium,Bowling Friendly,Green,32,8,3,15,12,7,4.0,2016,83
32545,SRH,CSK,Sawai Mansingh Stadium,Batting Friendly,Hard,153,13,5,67,7,5,11.77,2022,269
32546,DC,RR,Sawai Mansingh Stadium,Bowling Friendly,Green,97,9,8,79,11,2,10.78,2014,167
32547,KKR,RCB,Eden Gardens,Batting Friendly,Dry,40,6,9,39,14,1,6.67,2016,127
32548,LSG,PBKS,Rajiv Gandhi Stadium,Batting Friendly,Dusty,112,15,3,60,5,7,7.47,2010,183
32549,RCB,KKR,Wankhede Stadium,Bowling Friendly,Green,145,17,0,20,3,10,8.53,2012,172
32550,RR,RCB,Wankhede Stadium,Batting Friendly,Flat,57,5,2,59,15,8,11.4,2013,270
32551,LSG,GT,Sawai Mansingh Stadium,Bowling Friendly,Green,179,16,3,66,4,7,11.19,2019,232
32552,KKR,GT,Sawai Mansingh Stadium,Bowling Friendly,Dry,65,8,8,58,12,2,8.12,2011,136
32553,LSG,CSK,Arun Jaitley Stadium,Bowling Friendly,Green,192,19,3,19,1,7,10.11,2010,206
32554,LSG,MI,Rajiv Gandhi Stadium,Balanced,Dry,67,6,3,47,14,7,11.17,2016,270
32555,LSG,KKR,Arun Jaitley Stadium,Batting Friendly,Flat,194,15,7,19,5,3,12.93,2024,268
32556,MI,LSG,Sawai Mansingh Stadium,Balanced,Dry,146,16,6,18,4,4,9.12,2022,174
32557,KKR,SRH,Chepauk Stadium,Balanced,Flat,207,18,9,22,2,1,11.5,2013,238
32558,MI,RR,Chepauk Stadium,Batting Friendly,Green,146,17,0,17,3,10,8.59,2019,194
32559,LSG,MI,Chepauk Stadium,Batting Friendly,Dusty,57,6,5,72,14,5,9.5,2018,224
32560,PBKS,LSG,Chepauk Stadium,Batting Friendly,Hard,244,19,8,76,1,2,12.84,2024,264
32561,PBKS,MI,Chepauk Stadium,Batting Friendly,Dry,188,14,0,54,6,10,13.43,2013,270
32562,RCB,MI,Arun Jaitley Stadium,Balanced,Dry,68,9,3,49,11,7,7.56,2024,174
32563,PBKS,CSK,Chepauk Stadium,Batting Friendly,Flat,103,7,0,45,13,10,14.71,2015,270
32564,PBKS,CSK,Chepauk Stadium,Balanced,Dry,117,13,5,25,7,5,9.0,2021,182
32565,DC,LSG,Narendra Modi Stadium,Balanced,Green,173,19,0,40,1,10,9.11,2014,197
32566,KKR,MI,Arun Jaitley Stadium,Batting Friendly,Green,99,16,7,48,4,3,6.19,2008,122
32567,RR,PBKS,Chinnaswamy Stadium,Bowling Friendly,Flat,77,19,3,20,1,7,4.05,2019,79
32568,DC,RCB,Chepauk Stadium,Bowling Friendly,Dry,121,11,1,78,9,9,11.0,2011,246
32569,KKR,GT,Wankhede Stadium,Batting Friendly,Green,69,14,0,55,6,10,4.93,2013,119
32570,RR,LSG,Arun Jaitley Stadium,Batting Friendly,Dry,165,15,4,19,5,6,11.0,2012,244
32571,PBKS,KKR,Sawai Mansingh Stadium,Bowling Friendly,Flat,120,19,8,17,1,2,6.32,2017,121
32572,DC,GT,Wankhede Stadium,Batting Friendly,Hard,94,9,4,75,11,6,10.44,2018,260
32573,SRH,RR,Narendra Modi Stadium,Batting Friendly,Green,95,18,5,34,2,5,5.28,2013,109
32574,KKR,GT,Arun Jaitley Stadium,Batting Friendly,Flat,55,8,6,32,12,4,6.88,2010,161
32575,DC,KKR,Narendra Modi Stadium,Balanced,Dry,72,6,7,33,14,3,12.0,2010,231
32576,RR,LSG,Rajiv Gandhi Stadium,Balanced,Dusty,76,16,0,47,4,10,4.75,2016,102
32577,DC,MI,Chepauk Stadium,Bowling Friendly,Green,199,18,5,15,2,5,11.06,2009,225
32578,SRH,DC,Eden Gardens,Bowling Friendly,Dusty,142,16,9,58,4,1,8.88,2021,163
32579,DC,KKR,Arun Jaitley Stadium,Batting Friendly,Flat,105,9,7,22,11,3,11.67,2019,248
32580,PBKS,RR,Wankhede Stadium,Balanced,Flat,41,5,6,44,15,4,8.2,2008,160
32581,GT,CSK,Eden Gardens,Balanced,Dusty,124,16,8,16,4,2,7.75,2014,155
32582,RCB,CSK,Narendra Modi Stadium,Balanced,Hard,66,7,5,50,13,5,9.43,2015,197
32583,DC,CSK,Wankhede Stadium,Batting Friendly,Dusty,199,15,1,24,5,9,13.27,2019,270
32584,PBKS,SRH,Sawai Mansingh Stadium,Batting Friendly,Flat,124,13,4,19,7,6,9.54,2022,220
32585,KKR,MI,Rajiv Gandhi Stadium,Bowling Friendly,Dusty,69,11,9,34,9,1,6.27,2013,97
32586,MI,SRH,Sawai Mansingh Stadium,Balanced,Dusty,126,12,0,56,8,10,10.5,2013,254
32587,CSK,LSG,Eden Gardens,Bowling Friendly,Hard,102,13,0,28,7,10,7.85,2011,179
32588,CSK,SRH,Arun Jaitley Stadium,Balanced,Dry,79,8,4,42,12,6,9.88,2017,233
32589,RCB,KKR,Rajiv Gandhi Stadium,Balanced,Dry,112,14,3,24,6,7,8.0,2011,164
32590,MI,RR,Rajiv Gandhi Stadium,Batting Friendly,Flat,165,14,9,20,6,1,11.79,2016,215
32591,MI,SRH,Chepauk Stadium,Balanced,Hard,113,15,5,17,5,5,7.53,2021,169
32592,RR,SRH,Sawai Mansingh Stadium,Batting Friendly,Green,59,6,6,37,14,4,9.83,2008,226
32593,SRH,PBKS,Wankhede Stadium,Batting Friendly,Green,150,15,5,33,5,5,10.0,2011,226
32594,DC,CSK,Chepauk Stadium,Batting Friendly,Hard,91,8,8,43,12,2,11.38,2014,228
32595,PBKS,RR,Chinnaswamy Stadium,Batting Friendly,Green,110,13,8,41,7,2,8.46,2022,160
32596,SRH,KKR,Sawai Mansingh Stadium,Balanced,Green,134,12,6,32,8,4,11.17,2011,235
32597,RR,DC,Narendra Modi Stadium,Balanced,Flat,39,9,5,42,11,5,4.33,2010,87
32598,PBKS,SRH,Chepauk Stadium,Balanced,Dusty,98,17,3,51,3,7,5.76,2024,111
32599,RR,RCB,Chepauk Stadium,Balanced,Hard,62,6,8,61,14,2,10.33,2015,174
32600,MI,RCB,Chepauk Stadium,Balanced,Hard,110,14,2,57,6,8,7.86,2008,181
32601,KKR,LSG,Eden Gardens,Batting Friendly,Dry,136,16,4,72,4,6,8.5,2011,188
32602,SRH,PBKS,Wankhede Stadium,Batting Friendly,Dry,121,11,1,20,9,9,11.0,2013,270
32603,PBKS,LSG,Wankhede Stadium,Bowling Friendly,Hard,129,13,1,53,7,9,9.92,2011,216
32604,MI,PBKS,Chepauk Stadium,Batting Friendly,Dusty,62,5,6,17,15,4,12.4,2015,270
32605,RR,SRH,Arun Jaitley Stadium,Balanced,Green,132,13,2,42,7,8,10.15,2015,226
32606,CSK,MI,Arun Jaitley Stadium,Batting Friendly,Green,56,9,7,29,11,3,6.22,2021,137
32607,SRH,RR,Chepauk Stadium,Balanced,Dusty,86,12,4,57,8,6,7.17,2020,147
32608,CSK,MI,Chepauk Stadium,Batting Friendly,Dusty,128,9,7,49,11,3,14.22,2015,270
32609,RR,MI,Wankhede Stadium,Balanced,Hard,78,11,5,68,9,5,7.09,2015,149
32610,CSK,LSG,Sawai Mansingh Stadium,Batting Friendly,Dusty,55,6,5,43,14,5,9.17,2022,236
32611,RR,SRH,Chinnaswamy Stadium,Batting Friendly,Dusty,101,18,0,19,2,10,5.61,2012,128
32612,DC,PBKS,Eden Gardens,Balanced,Dusty,59,14,4,77,6,6,4.21,2018,102
32613,KKR,RCB,Narendra Modi Stadium,Bowling Friendly,Green,55,11,7,58,9,3,5.0,2018,95
32614,GT,SRH,Rajiv Gandhi Stadium,Balanced,Flat,47,9,1,46,11,9,5.22,2011,145
32615,SRH,KKR,Eden Gardens,Bowling Friendly,Flat,99,17,7,73,3,3,5.82,2009,119
32616,SRH,KKR,Eden Gardens,Batting Friendly,Dry,79,5,1,45,15,9,15.8,2022,270
32617,SRH,KKR,Chinnaswamy Stadium,Balanced,Dusty,78,17,1,53,3,9,4.59,2015,97
32618,CSK,DC,Rajiv Gandhi Stadium,Bowling Friendly,Flat,82,13,4,46,7,6,6.31,2013,127
32619,KKR,GT,Rajiv Gandhi Stadium,Batting Friendly,Green,131,19,9,67,1,1,6.89,2021,145
32620,CSK,LSG,Eden Gardens,Balanced,Flat,83,12,0,26,8,10,6.92,2008,172
32621,RCB,MI,Wankhede Stadium,Batting Friendly,Green,39,5,7,65,15,3,7.8,2014,165
32622,CSK,PBKS,Sawai Mansingh Stadium,Batting Friendly,Hard,126,10,6,47,10,4,12.6,2021,270
32623,SRH,MI,Chepauk Stadium,Batting Friendly,Dry,80,15,6,35,5,4,5.33,2009,107
32624,PBKS,GT,Chepauk Stadium,Batting Friendly,Dusty,197,19,8,65,1,2,10.37,2023,216
32625,GT,KKR,Wankhede Stadium,Balanced,Dry,38,9,7,35,11,3,4.22,2008,78
32626,CSK,GT,Rajiv Gandhi Stadium,Balanced,Dusty,141,16,8,55,4,2,8.81,2022,177
32627,LSG,GT,Wankhede Stadium,Batting Friendly,Green,73,5,4,68,15,6,14.6,2008,270
32628,GT,RCB,Chepauk Stadium,Balanced,Green,207,18,2,31,2,8,11.5,2013,245
32629,RR,GT,Sawai Mansingh Stadium,Balanced,Dry,150,15,1,60,5,9,10.0,2017,231
32630,LSG,RCB,Chinnaswamy Stadium,Batting Friendly,Dusty,75,9,9,57,11,1,8.33,2015,158
32631,KKR,RCB,Chepauk Stadium,Bowling Friendly,Dusty,41,9,2,47,11,8,4.56,2023,93
32632,SRH,MI,Eden Gardens,Batting Friendly,Dusty,197,15,2,75,5,8,13.13,2021,270
32633,CSK,KKR,Eden Gardens,Batting Friendly,Flat,60,6,4,38,14,6,10.0,2010,265
32634,SRH,GT,Chepauk Stadium,Balanced,Dry,159,19,2,55,1,8,8.37,2015,176
32635,DC,LSG,Rajiv Gandhi Stadium,Balanced,Dry,109,13,0,54,7,10,8.38,2012,208
32636,DC,MI,Eden Gardens,Bowling Friendly,Hard,135,17,3,39,3,7,7.94,2011,152
32637,PBKS,RR,Chepauk Stadium,Balanced,Green,85,9,9,74,11,1,9.44,2014,160
32638,KKR,RR,Sawai Mansingh Stadium,Batting Friendly,Dusty,209,17,8,41,3,2,12.29,2009,238
32639,PBKS,SRH,Chinnaswamy Stadium,Bowling Friendly,Flat,110,16,0,18,4,10,6.88,2009,136
32640,LSG,MI,Chepauk Stadium,Batting Friendly,Green,153,19,3,74,1,7,8.05,2013,169
32641,MI,RCB,Sawai Mansingh Stadium,Balanced,Flat,42,9,7,80,11,3,4.67,2022,99
32642,GT,DC,Rajiv Gandhi Stadium,Balanced,Green,53,13,0,26,7,10,4.08,2014,111
32643,SRH,KKR,Eden Gardens,Balanced,Green,131,13,1,70,7,9,10.08,2016,232
32644,RCB,SRH,Rajiv Gandhi Stadium,Bowling Friendly,Flat,114,13,3,53,7,7,8.77,2019,177
32645,RR,LSG,Sawai Mansingh Stadium,Bowling Friendly,Dry,95,10,9,73,10,1,9.5,2022,157
32646,KKR,RCB,Rajiv Gandhi Stadium,Batting Friendly,Hard,53,6,8,24,14,2,8.83,2008,170
32647,RCB,CSK,Rajiv Gandhi Stadium,Bowling Friendly,Green,47,5,9,27,15,1,9.4,2013,125
32648,KKR,LSG,Arun Jaitley Stadium,Balanced,Hard,193,17,6,29,3,4,11.35,2011,242
32649,RR,SRH,Rajiv Gandhi Stadium,Bowling Friendly,Green,150,15,8,53,5,2,10.0,2023,186
32650,RCB,MI,Chinnaswamy Stadium,Balanced,Dusty,79,7,5,74,13,5,11.29,2013,255
